Plot,Treatment,N,mean_SWP,sd_SWP,se_SWP,mean_VWC,sd_VWC,se_VWC,SampleDate,Site
10,Exclusion,24,-10874575.188292254,16964413.353813495,3462846.3752083443,0.016958333333333332,0.006577161847713229,0.0013425575402165343,2018-06-11,Mixed Conifer Meadow
12,Ambient,24,-94364.80799495165,38574.290715704956,7873.944120271306,0.025333333333333333,0.0020359095108162064,4.15578288664918e-4,2018-06-11,Mixed Conifer Meadow
2,Exclusion,24,-16972.292799368806,7754.82449536765,1582.9469215405663,0.0335,0.0027662562992324985,5.6465970257328e-4,2018-06-12,Mixed Conifer Meadow
3,Ambient,24,-3565.7244104595634,781.9644168559114,159.6178181924987,0.042375,0.001610090464647195,3.2865833984219216e-4,2018-06-12,Mixed Conifer Meadow
4,Addition,24,-354.77166788034623,49.542452814505694,10.112810833454276,0.06133333333333333,0.0014645571126562077,2.9895146876429403e-4,2018-06-12,Mixed Conifer Meadow
5,Exclusion,24,-25572.1417459439,6287.819187175964,1283.495716955232,0.030833333333333334,0.0011293194051465603,2.30521358269375e-4,2018-06-12,Mixed Conifer Meadow
6,Addition,24,-925539.246384587,938239.2726382383,191517.28955030954,0.019833333333333335,0.004659414655032994,9.510990337397449e-4,2018-06-12,Mixed Conifer Meadow
7,Ambient,24,-6630.300553334568,3727.2482627053346,760.8213656919282,0.039625,0.004470312701833497,9.12498759181209e-4,2018-06-12,Mixed Conifer Meadow
9,Addition,24,-2254207.7841373836,2212796.057926122,451685.1038967573,0.018208333333333333,0.005364773723229087,0.0010950798506168642,2018-06-12,Mixed Conifer Meadow
10,Exclusion,24,-10404393.24978723,17009589.042351484,3472067.8240164253,0.017,0.006392930878508801,0.0013049515511024301,2018-06-12,Mixed Conifer Meadow
12,Ambient,24,-160988.98478163054,88895.70283239218,18145.75935545385,0.023541666666666666,0.0024313025077225526,4.962875461891177e-4,2018-06-12,Mixed Conifer Meadow
2,Exclusion,24,-18428.061032931084,7859.936290124197,1604.4027767990406,0.03295833333333333,0.0025104852582487035,5.124506574573815e-4,2018-06-13,Mixed Conifer Meadow
3,Ambient,24,-4231.632730286587,1012.6530525598729,206.7069387702903,0.04125,0.0016746187106583255,3.4183011290252993e-4,2018-06-13,Mixed Conifer Meadow
4,Addition,24,-406.4565438382767,45.105534967100915,9.207128770388474,0.05995833333333333,0.0011220775245117847,2.2904311557492974e-4,2018-06-13,Mixed Conifer Meadow
5,Exclusion,24,-28464.255839479632,5307.333373327182,1083.3548882913149,0.03025,8.968544062928808e-4,1.8306963908202572e-4,2018-06-13,Mixed Conifer Meadow
6,Addition,24,-949898.6368930847,814083.3675621629,166174.07155115885,0.019083333333333334,0.00395536692814104,8.073858932854405e-4,2018-06-13,Mixed Conifer Meadow
7,Ambient,24,-7851.64062615361,3824.763359128605,780.7265513965376,0.03808333333333333,0.003437854066086886,7.017490226721058e-4,2018-06-13,Mixed Conifer Meadow
9,Addition,24,-2508430.8957545897,2202722.688788114,449628.8860318557,0.016958333333333332,0.004237299864881826,8.649352130103816e-4,2018-06-13,Mixed Conifer Meadow
10,Exclusion,24,-7512794.258687484,9876890.46837159,2016111.8244057628,0.016041666666666666,0.005120115204772733,0.0010451391396632502,2018-06-13,Mixed Conifer Meadow
12,Ambient,24,-280377.39671464934,113355.69398256514,23138.634141363513,0.02125,0.0017257638510425513,3.5227007096622716e-4,2018-06-13,Mixed Conifer Meadow
2,Exclusion,24,-19472.705295087937,6864.788240878936,1401.2690318676277,0.03245833333333333,0.0019776834640705216,4.036929466427206e-4,2018-06-14,Mixed Conifer Meadow
3,Ambient,24,-4806.4892474935905,937.2284968724441,191.31096581109566,0.04033333333333333,0.0013077250963165902,2.669382674839693e-4,2018-06-14,Mixed Conifer Meadow
4,Addition,24,-448.9420620344334,49.50783074681348,10.10574363348044,0.059,0.001063219066142388,2.1702868307060742e-4,2018-06-14,Mixed Conifer Meadow
5,Exclusion,24,-30991.290377431542,7058.710062193809,1440.8531578853454,0.029875,0.0010347232354175886,2.1121199598123392e-4,2018-06-14,Mixed Conifer Meadow
6,Addition,24,-1048220.2019439187,832410.0699079318,169914.99400240896,0.018416666666666668,0.003335144435522561,6.807835071260755e-4,2018-06-14,Mixed Conifer Meadow
7,Ambient,24,-8453.314031461277,3387.9642302168704,691.5653025693775,0.03729166666666667,0.0026454089297870565,5.399918365817017e-4,2018-06-14,Mixed Conifer Meadow
9,Addition,24,-2914375.1180212996,2516348.6615676535,513647.51964801224,0.01620833333333333,0.0036472642119654646,7.444946897024648e-4,2018-06-14,Mixed Conifer Meadow
10,Exclusion,24,-5533769.77401662,6031215.207237251,1231116.6488871307,0.015666666666666666,0.004187628431947845,8.547960742202877e-4,2018-06-14,Mixed Conifer Meadow
12,Ambient,24,-343166.24212459195,144697.38402139855,29536.229830664528,0.020583333333333332,0.001665941871387048,3.400589605029656e-4,2018-06-14,Mixed Conifer Meadow
2,Exclusion,24,-21380.251698603497,7210.048563916505,1471.745000190172,0.03195833333333333,0.0019444271910897776,3.9690453834692645e-4,2018-06-15,Mixed Conifer Meadow
3,Ambient,24,-5403.73583610773,915.3131777484434,186.83752002742403,0.03954166666666667,0.0011025333147551277,2.2505367046411857e-4,2018-06-15,Mixed Conifer Meadow
4,Addition,24,-504.32996913901457,59.780132114054574,12.20256836963333,0.057916666666666665,0.0011764599317505412,2.4014387796819574e-4,2018-06-15,Mixed Conifer Meadow
5,Exclusion,24,-36199.74582894858,7576.122932543165,1546.469617777408,0.029125,9.918143234365552e-4,2.024532510002733e-4,2018-06-15,Mixed Conifer Meadow
6,Addition,24,-1166732.3281361593,960501.5641762905,196061.56078141852,0.01775,0.0026416398069315236,5.392224676005418e-4,2018-06-15,Mixed Conifer Meadow
7,Ambient,24,-9912.520304540314,3764.887414568898,768.5044253933329,0.036291666666666667,0.002475605620531225,5.053308812223017e-4,2018-06-15,Mixed Conifer Meadow
9,Addition,24,-5176589.138985402,5437410.947907369,1109906.8620163382,0.015,0.00338795821543968,6.915640748081247e-4,2018-06-15,Mixed Conifer Meadow
10,Exclusion,24,-7944351.782357629,8792688.577801595,1794800.0402343182,0.014458333333333333,0.003718101042510658,7.589541971884415e-4,2018-06-15,Mixed Conifer Meadow
12,Ambient,24,-341795.50898256304,119452.49322917357,24383.138076228144,0.020458333333333332,0.0013506573815438318,2.757017835088335e-4,2018-06-15,Mixed Conifer Meadow
2,Exclusion,24,-88801.47715758259,175451.8029746631,35813.94931160437,0.0305,0.005516772843673705,0.0011261065411536273,2018-06-16,Mixed Conifer Meadow
3,Ambient,24,-11215.58490866974,10673.469635498977,2178.7128660052044,0.042916666666666665,0.017537330783631035,0.003579792655858325,2018-06-16,Mixed Conifer Meadow
4,Addition,24,-1058.4027882731968,3289.9893114459314,671.5662560210917,0.10875,0.08351321165982739,0.017047062945635644,2018-06-16,Mixed Conifer Meadow
5,Exclusion,24,-2690158144460120600,13179029560315738e3,2690158143985808400,0.014295833333333334,0.008632873427960612,0.0017621779093779145,2018-06-16,Mixed Conifer Meadow
6,Addition,24,-3635361.8990955357,10480956.036621327,2139416.192188781,0.042583333333333334,0.049415643242817844,0.010086925938026266,2018-06-16,Mixed Conifer Meadow
7,Ambient,24,-5581.976074857944,6743.2755865632125,1376.4653651705673,0.08175,0.07721412914182503,0.015761268110903007,2018-06-16,Mixed Conifer Meadow
9,Addition,24,-1505912.2308059582,2481530.9465046194,506540.3833218414,0.084875,0.1062737697196951,0.021693042404607888,2018-06-16,Mixed Conifer Meadow
10,Exclusion,24,-10086086.206413226,8106365.3173604915,1654704.8913439857,0.015166666666666667,0.007387808209809425,0.0015080300359647952,2018-06-16,Mixed Conifer Meadow
12,Ambient,24,-1165757.392917934,1306255.79888419,266638.34840148914,0.08216666666666667,0.09922993353895249,0.02025522536506005,2018-06-16,Mixed Conifer Meadow
2,Exclusion,24,-730.3554567357622,1129.9998245409117,230.66024829664622,0.071625,0.02036367716857854,0.004156718195815094,2018-06-17,Mixed Conifer Meadow
3,Ambient,24,-5.776000821588492,5.084212587971099,1.037810548697027,0.12554166666666666,0.01432231207551371,0.0029235297101592073,2018-06-17,Mixed Conifer Meadow
4,Addition,24,-0.08325029794780829,0.008922429238413672,0.0018212832416835845,0.23625,0.00408869065892099,8.346004858700299e-4,2018-06-17,Mixed Conifer Meadow
5,Exclusion,24,-10760636076945385e3,24579015266720215e3,5017170481961859e3,0.008266666666666667,0.00795622079101393,0.0016240567682422405,2018-06-17,Mixed Conifer Meadow
6,Addition,24,-0.84951703720929606,0.33803972443918795,0.06900206980558692,0.164625,0.010897995427959497,0.00222454400147373,2018-06-17,Mixed Conifer Meadow
7,Ambient,24,-0.09027097456170087,0.014200549457644754,0.002898675019865504,0.23341666666666666,0.005523992465022297,0.0011275802401903067,2018-06-17,Mixed Conifer Meadow
9,Addition,24,-0.13218063644397213,0.029674551225442148,0.006057292404034544,0.22008333333333333,0.00839211154786947,0.0017130325963998771,2018-06-17,Mixed Conifer Meadow
10,Exclusion,24,-652.8176376727387,984.6811215411105,200.99719226059887,0.065125,0.012955819575370954,0.002644595596601722,2018-06-17,Mixed Conifer Meadow
12,Ambient,24,-0.3917896356555127,0.09457940652913982,0.01930594051430403,0.185,0.008687822562044261,0.0017733943544039742,2018-06-17,Mixed Conifer Meadow
2,Exclusion,24,-33.080097669842104,7.57283741252702,1.54579896381247,0.09016666666666666,0.003002414487312367,6.128652908546048e-4,2018-06-18,Mixed Conifer Meadow
3,Ambient,24,-1.7184667017457043,0.08992295085895093,0.01835544548081634,0.14479166666666665,0.0012150922908825985,2.4802967525431994e-4,2018-06-18,Mixed Conifer Meadow
4,Addition,24,-0.1399251291860593,0.030170669095142766,0.00615856204012147,0.21791666666666668,0.007453721957149519,0.0015214846232996255,2018-06-18,Mixed Conifer Meadow
5,Exclusion,24,-870401.2329265024,983823.8510755374,200822.20265958118,0.022708333333333334,0.007080157003090101,0.001445230996363641,2018-06-18,Mixed Conifer Meadow
6,Addition,24,-1.0955078806763248,0.3825693328014778,0.07809163805005201,0.15725,0.008247529274299965,0.0016835198633918128,2018-06-18,Mixed Conifer Meadow
7,Ambient,24,-0.15551118461912772,0.02813421770808237,0.005742873141431386,0.21395833333333333,0.006032370409186032,0.0012313524534974959,2018-06-18,Mixed Conifer Meadow
9,Addition,24,-0.2250330919170223,0.036526615906311385,0.007455964250090885,0.20145833333333332,0.0051243592741936446,0.0010460054567060987,2018-06-18,Mixed Conifer Meadow
10,Exclusion,24,-117.0662874518378,21.554065559353287,4.399705208576004,0.07341666666666666,0.0019763089590064775,4.034123769714056e-4,2018-06-18,Mixed Conifer Meadow
12,Ambient,24,-0.720340289847142,0.1909385341804483,0.03897516508142195,0.16758333333333333,0.0069025305168634934,0.0014089731416920832,2018-06-18,Mixed Conifer Meadow
2,Exclusion,24,-81.23444687388279,21.390908128251557,4.366400837414125,0.078125,0.003166571318167885,6.463736636369701e-4,2018-06-19,Mixed Conifer Meadow
3,Ambient,24,-1.8434792996949074,0.1082052099538741,0.02208729599147624,0.14316666666666666,0.0013077250963165871,2.6693826748396866e-4,2018-06-19,Mixed Conifer Meadow
4,Addition,24,-0.25216473184433724,0.060778701305272645,0.012406400452245659,0.19833333333333333,0.007469745741942981,0.0015247554646739712,2018-06-19,Mixed Conifer Meadow
5,Exclusion,24,-43121.81704542362,33852.84347331788,6910.182737661385,0.029958333333333333,0.004016045715427777,8.19771898874056e-4,2018-06-19,Mixed Conifer Meadow
6,Addition,24,-2.8029395697682533,1.2186278522278098,0.24875136869182624,0.13591666666666666,0.00898267253088419,0.0018335803522650863,2018-06-19,Mixed Conifer Meadow
7,Ambient,24,-0.2537678765154862,0.044473462183914424,0.009078107453796162,0.19766666666666666,0.005466631318372814,0.0011158714451609576,2018-06-19,Mixed Conifer Meadow
9,Addition,24,-0.3756230372940461,0.0747674598079078,0.015261843824451976,0.18570833333333334,0.006017938161043614,0.0012284064831816495,2018-06-19,Mixed Conifer Meadow
10,Exclusion,24,-230.54267160894184,70.93588106495193,14.47972608865727,0.06608333333333334,0.0027649462085602853,5.643922814346381e-4,2018-06-19,Mixed Conifer Meadow
12,Ambient,24,-2.066568560984089,1.170012842447217,0.23882787137492073,0.1445,0.012673148608462456,0.0025868956270996414,2018-06-19,Mixed Conifer Meadow
2,Exclusion,24,-215.50561378245754,63.50865749862955,12.963650426735256,0.06679166666666667,0.002797190619589385,5.709741442744602e-4,2018-06-20,Mixed Conifer Meadow
3,Ambient,24,-2.3617781591551346,0.23041436256140582,0.047033134807007326,0.137625,0.0021020176642620237,4.290725589799068e-4,2018-06-20,Mixed Conifer Meadow
4,Addition,24,-0.49307010152903674,0.16524570147315726,0.03373063756645915,0.17879166666666668,0.0092123695987074,0.00188046706989678,2018-06-20,Mixed Conifer Meadow
5,Exclusion,24,-20634.038924946388,9104.651487202555,1858.4792024598555,0.03229166666666667,0.002196423311276505,4.483430309818052e-4,2018-06-20,Mixed Conifer Meadow
6,Addition,24,-9.707465592672797,6.171836382323008,1.2598208260530206,0.113375,0.011072144837579925,0.0022600921008551454,2018-06-20,Mixed Conifer Meadow
7,Ambient,24,-0.4079378810386834,0.08284273963073618,0.016910203415795484,0.18325,0.0058625562016403196,0.0011966892735339894,2018-06-20,Mixed Conifer Meadow
9,Addition,24,-0.609949318715958,0.16092268397193482,0.03284820531419944,0.17216666666666666,0.007221144475512991,0.0014740099436603737,2018-06-20,Mixed Conifer Meadow
10,Exclusion,24,-606.1708403654677,217.83500277825402,44.46538374370653,0.056666666666666664,0.002761012206745399,5.635892566768336e-4,2018-06-20,Mixed Conifer Meadow
12,Ambient,24,-10.477930867954127,7.602514895489493,1.5518568546548202,0.11358333333333333,0.013334873099497803,0.0027219695732112665,2018-06-20,Mixed Conifer Meadow
2,Exclusion,24,-543.4691345004638,159.01591485040342,32.45898769711221,0.0575,0.0022841609628806423,4.662524041201568e-4,2018-06-21,Mixed Conifer Meadow
3,Ambient,24,-3.6747411067695714,0.8511412600549648,0.17373848218034885,0.128625,0.0045950114727585445,9.379527892077567e-4,2018-06-21,Mixed Conifer Meadow
4,Addition,24,-1.2315383397327722,0.5656945858522328,0.11547192379941852,0.15554166666666666,0.010958336777428239,0.0022368611278561785,2018-06-21,Mixed Conifer Meadow
5,Exclusion,24,-18088.153132769847,5799.928868572194,1183.9055227033027,0.03275,0.0017003835884370597,3.470893465561193e-4,2018-06-21,Mixed Conifer Meadow
6,Addition,24,-41.904086027013435,28.04486917141161,5.724634947755742,0.08995833333333333,0.009410813237818583,0.0019209742081070641,2018-06-21,Mixed Conifer Meadow
7,Ambient,24,-0.7249027515176081,0.20815301910005107,0.04248905710124384,0.16758333333333333,0.00744204662515725,0.0015191014061364044,2018-06-21,Mixed Conifer Meadow
9,Addition,24,-1.0806835918162845,0.3586573639215008,0.07321062784161415,0.15754166666666666,0.008282927263834394,0.001690745447748457,2018-06-21,Mixed Conifer Meadow
10,Exclusion,24,-1681.7916576198625,655.5353352496478,133.81058997716204,0.04816666666666666,0.002681120250399345,5.472813793767885e-4,2018-06-21,Mixed Conifer Meadow
12,Ambient,24,-57.48763323622636,42.57804874025239,8.691207804747538,0.08629166666666667,0.010023794155675902,0.002046098414008174,2018-06-21,Mixed Conifer Meadow
2,Exclusion,24,-1277.9970115869269,320.67787016845307,65.4580961429318,0.050041666666666665,0.0019444271910897745,3.969045383469258e-4,2018-06-22,Mixed Conifer Meadow
3,Ambient,24,-7.834523969384777,2.812314951115466,0.5740613855194259,0.11454166666666667,0.0062552876183598295,0.0012768552382775849,2018-06-22,Mixed Conifer Meadow
4,Addition,24,-3.9156771720288077,2.1584649592491143,0.4405948148198014,0.130125,0.011078033493673705,0.002261294117746853,2018-06-22,Mixed Conifer Meadow
5,Exclusion,24,-17823.317846608963,4825.209659577613,984.9417973261395,0.03275,0.0014817733206914773,3.024657125136286e-4,2018-06-22,Mixed Conifer Meadow
6,Addition,24,-137.8484137714478,72.8482798940473,14.870092864988907,0.073,0.005816019855237921,0.0011871900816023827,2018-06-22,Mixed Conifer Meadow
7,Ambient,24,-1.5062813303585187,0.5504388280968275,0.11235785528773101,0.14954166666666666,0.008314362464338787,0.0016971621311816106,2018-06-22,Mixed Conifer Meadow
9,Addition,24,-2.2642187873033155,1.0190882727694242,0.2080205225949442,0.14095833333333332,0.0100064290927586,0.0020425537853832813,2018-06-22,Mixed Conifer Meadow
10,Exclusion,24,-4116.613602467611,1581.264646741481,322.774294401577,0.041833333333333333,0.002899275271761768,5.918120866404468e-4,2018-06-22,Mixed Conifer Meadow
12,Ambient,24,-258.3347469057689,176.24266228658018,35.975382792648155,0.06704166666666667,0.006893469919875756,0.0014071236550766701,2018-06-22,Mixed Conifer Meadow
2,Exclusion,24,-2612.2990801848614,673.6305440317735,137.50425900260677,0.044625,0.0019294626420214838,3.9384991255957965e-4,2018-06-23,Mixed Conifer Meadow
3,Ambient,24,-20.210335876205395,7.838279231858276,1.5999820482922713,0.0985,0.005927093282765902,0.0012098628500545128,2018-06-23,Mixed Conifer Meadow
4,Addition,24,-12.874215472560524,6.49372045073977,1.3255251363823686,0.106875,0.008253128524067866,0.0016846628054646257,2018-06-23,Mixed Conifer Meadow
5,Exclusion,24,-19677.09030803018,5249.8703293408025,1071.6252935551702,0.03220833333333333,0.001350657381543833,2.7570178350883376e-4,2018-06-23,Mixed Conifer Meadow
6,Addition,24,-393.90777473593954,157.2662708752762,32.10184311622916,0.060875,0.003247909026354997,6.629766537957887e-4,2018-06-23,Mixed Conifer Meadow
7,Ambient,24,-3.552312696786157,1.4454169262625414,0.2950444945771071,0.13058333333333333,0.008192874245696513,0.0016723634523955065,2018-06-23,Mixed Conifer Meadow
9,Addition,24,-6.02510209596388,3.5327227427507553,0.7211140102054027,0.12195833333333334,0.011388320358143699,0.002324631158733487,2018-06-23,Mixed Conifer Meadow
10,Exclusion,24,-10020.965281883131,4958.730705644082,1012.196666724931,0.036708333333333336,0.003556734783314687,7.260154474607897e-4,2018-06-23,Mixed Conifer Meadow
12,Ambient,24,-918.7096095717066,512.1037042755898,104.53273090536062,0.05379166666666667,0.004262874786957197,8.701556721183901e-4,2018-06-23,Mixed Conifer Meadow
2,Exclusion,24,-4405.068423686581,1176.3097927298534,240.11323096893187,0.041041666666666664,0.0018761469921708906,3.8296690110634237e-4,2018-06-24,Mixed Conifer Meadow
3,Ambient,24,-48.3833307348914,14.723939181639205,3.005511499899048,0.085125,0.004035844828317963,8.238133758691156e-4,2018-06-24,Mixed Conifer Meadow
4,Addition,24,-33.4415767026446,12.60177746471882,2.5723270533887463,0.09066666666666667,0.005010134656410176,0.001022689454236604,2018-06-24,Mixed Conifer Meadow
5,Exclusion,24,-22863.586288335206,5752.878351530018,1174.3013761293482,0.03141666666666667,0.001248187091141691,2.5478512306882867e-4,2018-06-24,Mixed Conifer Meadow
6,Addition,24,-991.396291635041,243.8426721362295,49.77417702087798,0.05208333333333333,0.0017173454405910412,3.5055167012860115e-4,2018-06-24,Mixed Conifer Meadow
7,Ambient,24,-8.556384514473445,3.50879750069337,0.7162302906209718,0.11329166666666667,0.0070308584834636485,0.0014351679781836916,2018-06-24,Mixed Conifer Meadow
9,Addition,24,-18.715540254774055,12.58589685917936,2.569085438357239,0.10266666666666667,0.01114593576412367,0.0022751546106617596,2018-06-24,Mixed Conifer Meadow
10,Exclusion,24,-23488.4532025238,13783.04313705893,2813.451899046994,0.03254166666666667,0.004170071072970242,8.512121933264542e-4,2018-06-24,Mixed Conifer Meadow
12,Ambient,24,-2487.7074742049713,1231.1223818959027,251.3018038804007,0.0455,0.0030216609311120093,6.167939547439612e-4,2018-06-24,Mixed Conifer Meadow
2,Exclusion,24,-6949.6461824732905,2307.2614656282385,470.96777449793774,0.03829166666666667,0.0022550265913146655,4.6030537542738226e-4,2018-06-25,Mixed Conifer Meadow
3,Ambient,24,-98.01264009712207,20.366389473690084,4.157271842777596,0.075625,0.0024103490636618718,4.920104423305661e-4,2018-06-25,Mixed Conifer Meadow
4,Addition,24,-71.24358329474727,17.18654057741947,3.5081879048596565,0.07970833333333334,0.00285107404120023,5.819730516529458e-4,2018-06-25,Mixed Conifer Meadow
5,Exclusion,24,-23481.684894875147,5900.833517595678,1204.5025979351497,0.03129166666666667,0.0013014763077790342,2.656627388650056e-4,2018-06-25,Mixed Conifer Meadow
6,Addition,24,-2208.175616495662,504.65002499106544,103.01125499257411,0.04575,0.0014817733206914764,3.0246571251362836e-4,2018-06-25,Mixed Conifer Meadow
7,Ambient,24,-19.827790582204784,7.905898489469513,1.6137847714533828,0.09879166666666667,0.005793393288660924,0.00118257145304032,2018-06-25,Mixed Conifer Meadow
9,Addition,24,-59.66818297210905,39.79147308338279,8.122400430664923,0.08508333333333333,0.009164756059120637,0.0018707479968271654,2018-06-25,Mixed Conifer Meadow
10,Exclusion,24,-55540.375275546816,42437.072633422344,8662.43117744273,0.029291666666666667,0.004929760261096278,0.0010062830994946215,2018-06-25,Mixed Conifer Meadow
12,Ambient,24,-5735.246282710629,2577.5738436153342,526.1450576001645,0.039625,0.002373998644737901,4.8459044413888796e-4,2018-06-25,Mixed Conifer Meadow
2,Exclusion,24,-10080.219008510976,3666.3707351800945,748.3947924220051,0.036166666666666666,0.002425707725801789,4.951455161117827e-4,2018-06-26,Mixed Conifer Meadow
3,Ambient,24,-175.65403603758614,27.11091392481965,5.5339921313602805,0.06870833333333334,0.0015736738147921,3.2122482231831034e-4,2018-06-26,Mixed Conifer Meadow
4,Addition,24,-128.0857301160168,29.389612667885253,5.999129564529624,0.07245833333333333,0.0023770490779200506,4.8521311120478135e-4,2018-06-26,Mixed Conifer Meadow
5,Exclusion,24,-25429.605823207137,6462.715524981867,1319.1962824140571,0.030875,0.0011909988500706315,2.43111622242881e-4,2018-06-26,Mixed Conifer Meadow
6,Addition,24,-4518.943342852821,1007.3560861621263,205.625700032028,0.040791666666666664,0.0015874279625330658,3.2403237596932867e-4,2018-06-26,Mixed Conifer Meadow
7,Ambient,24,-45.15558144311065,17.34476687462745,3.5404857125304487,0.086375,0.004716414445040987,9.627340671535261e-4,2018-06-26,Mixed Conifer Meadow
9,Addition,24,-199.31127244323312,139.08734280125466,28.391084961886754,0.07004166666666667,0.0073984673305070225,0.0015102058198661161,2018-06-26,Mixed Conifer Meadow
10,Exclusion,24,-98327.69906304931,75266.84333041182,15363.78005912602,0.027,0.005038978502417538,0.0010285771796480583,2018-06-26,Mixed Conifer Meadow
12,Ambient,24,-12242.664487916596,4458.336504131479,910.054128062156,0.034916666666666665,0.0018395809226599655,3.755028834229334e-4,2018-06-26,Mixed Conifer Meadow
2,Exclusion,24,-15734.40462773385,6643.77414987629,1356.1547194575003,0.03383333333333333,0.002664854456694083,5.43961138140183e-4,2018-06-27,Mixed Conifer Meadow
3,Ambient,24,-293.1882500521382,36.18758133692163,7.386759108410126,0.06320833333333334,0.001141287094417553,2.329642526122177e-4,2018-06-27,Mixed Conifer Meadow
4,Addition,24,-210.9679547756524,37.687908135282406,7.69301203369408,0.06675,0.0017754362599213423,3.624094089702214e-4,2018-06-27,Mixed Conifer Meadow
5,Exclusion,24,-28958.64743133369,8418.867543092494,1718.4941410546069,0.030291666666666668,0.0013666578295932034,2.789678612902394e-4,2018-06-27,Mixed Conifer Meadow
6,Addition,24,-9337.86400785932,3375.565706210867,689.0344644545146,0.036583333333333336,0.002357534944490272,4.812298053984859e-4,2018-06-27,Mixed Conifer Meadow
7,Ambient,24,-98.42445012491261,33.9676578234502,6.933619118742504,0.07595833333333334,0.003568938055021367,7.285064298669488e-4,2018-06-27,Mixed Conifer Meadow
9,Addition,24,-639.3628557486508,460.9949778680464,94.10020581352816,0.057708333333333334,0.005352603321640842,0.0010925955777955343,2018-06-27,Mixed Conifer Meadow
10,Exclusion,24,-266839.116518495,252568.78264841103,51555.3868703764,0.024125,0.005659255597076658,0.0011551907114022973,2018-06-27,Mixed Conifer Meadow
12,Ambient,24,-25352.826972637315,9354.86973059737,1909.5547875142574,0.031083333333333334,0.0017916877315917062,3.657267267336954e-4,2018-06-27,Mixed Conifer Meadow
2,Exclusion,24,-21215.22622282902,9829.537838880482,2006.4460093864059,0.032375,0.002825543425993292,5.767616366465842e-4,2018-06-28,Mixed Conifer Meadow
3,Ambient,24,-436.79814954522607,45.42053438442318,9.271427757197936,0.05925,9.440891630699323e-4,1.9271139343437954e-4,2018-06-28,Mixed Conifer Meadow
4,Addition,24,-308.81661337842206,48.7509466173181,9.95124530750758,0.06275,0.001648451183489469,3.3648868878635377e-4,2018-06-28,Mixed Conifer Meadow
5,Exclusion,24,-32152.997487733814,8589.340429518583,1753.2917732815524,0.02975,0.0012247448713915885,2.499999999999999e-4,2018-06-28,Mixed Conifer Meadow
6,Addition,24,-19740.996987785096,8327.03389775012,1699.7486766955624,0.03270833333333333,0.002881412194026404,5.881658011665042e-4,2018-06-28,Mixed Conifer Meadow
7,Ambient,24,-192.98558030791202,52.92369762060007,10.803004539318199,0.06791666666666667,0.0025523504370723077,5.209963512997316e-4,2018-06-28,Mixed Conifer Meadow
9,Addition,24,-1832.4328201535993,1110.8496774356756,226.75124088772415,0.048125,0.003663124112130185,7.477320782670521e-4,2018-06-28,Mixed Conifer Meadow
10,Exclusion,24,-688481.2498439108,770584.1847205249,157294.83803532197,0.0215,0.0055950288494418824,0.0011420804814403216,2018-06-28,Mixed Conifer Meadow
12,Ambient,24,-45665.616755248906,17029.30672829597,3476.0926798057953,0.028291666666666666,0.0017315277663950705,3.5344662526074936e-4,2018-06-28,Mixed Conifer Meadow
2,Exclusion,24,-27314.731802057995,12912.068552524679,2635.6649564602035,0.031125,0.0028178391351005735,5.751890048534898e-4,2018-06-29,Mixed Conifer Meadow
3,Ambient,24,-619.030461842612,60.19060382241822,12.28635555624495,0.056,8.340576562282998e-4,1.702513061517499e-4,2018-06-29,Mixed Conifer Meadow
4,Addition,24,-396.13055145588123,55.898948886371755,11.410325160794065,0.06025,0.001421878732675464,2.902397809308412e-4,2018-06-29,Mixed Conifer Meadow
5,Exclusion,24,-33398.131205623285,9113.377643885355,1860.2604217338921,0.029583333333333333,0.0012825472842090005,2.617988681086974e-4,2018-06-29,Mixed Conifer Meadow
6,Addition,24,-42025.02452457881,24612.76857897958,5024.060347975548,0.029500000000000002,0.0035386069477175313,7.223151185146153e-4,2018-06-29,Mixed Conifer Meadow
7,Ambient,24,-344.6206798909684,88.7915505986555,18.12449936976835,0.06183333333333333,0.002352919863501087,4.8028775593639234e-4,2018-06-29,Mixed Conifer Meadow
9,Addition,24,-4451.834023742396,2646.807360016442,540.2772899569414,0.041625,0.0030618621784789714,6.249999999999998e-4,2018-06-29,Mixed Conifer Meadow
10,Exclusion,24,-1179727.1707720112,1264078.8267342215,258029.01001290584,0.019833333333333335,0.0054427188431699376,0.0011109903315997907,2018-06-29,Mixed Conifer Meadow
12,Ambient,24,-82265.84373538462,32186.286963627805,6569.998314640186,0.025791666666666668,0.0017687914485336584,3.6105304252548304e-4,2018-06-29,Mixed Conifer Meadow
2,Exclusion,24,-35753.946024785284,18025.057263962124,3679.349406762887,0.029916666666666668,0.0029030219137795125,5.92576866739809e-4,2018-06-30,Mixed Conifer Meadow
3,Ambient,24,-901.1056848596917,121.04194504513137,24.70758356954787,0.05275,0.0011515584902738294,2.3506089251171895e-4,2018-06-30,Mixed Conifer Meadow
4,Addition,24,-505.0739018389599,88.67903901582717,18.10153303909483,0.058,0.0017693034738587641,3.611575592573073e-4,2018-06-30,Mixed Conifer Meadow
5,Exclusion,24,-38691.44360958254,12072.847403825419,2464.3596568214075,0.028958333333333332,0.0014884823513044846,3.0383518765284353e-4,2018-06-30,Mixed Conifer Meadow
